Source Audio,Part,Début (sec),Début (min:sec),Distance,Status,Validation_Humaine,Commentaire
ml17_280a_0144_part14.wav,14,70,1:10,0.1867,RAS,A_VALIDER,
ml19_292b_0026_part81.wav,81,405,6:45,0.1864,RAS,A_VALIDER,
ml19_293a_0015_part141.wav,141,705,11:45,0.1863,RAS,A_VALIDER,
ml19_292a_0030_part14.wav,14,70,1:10,0.1858,RAS,A_VALIDER,
ml19_293a_0066_part62.wav,62,310,5:10,0.1857,RAS,A_VALIDER,
ml19_294a_0011_part32.wav,32,160,2:40,0.1856,RAS,A_VALIDER,
ml17_280a_0083_part5.wav,5,25,0:25,0.1853,RAS,A_VALIDER,
ml19_292b_0026_part72.wav,72,360,6:00,0.1851,RAS,A_VALIDER,
ml19_292b_0026_part32.wav,32,160,2:40,0.185,RAS,A_VALIDER,
ml19_292b_0026_part104.wav,104,520,8:40,0.185,RAS,A_VALIDER,
ml18_294b_0013_part11.wav,11,55,0:55,0.1849,RAS,A_VALIDER,
ml17_280a_0144_part136.wav,136,680,11:20,0.1847,RAS,A_VALIDER,
ml18_294b_0013_part49.wav,49,245,4:05,0.1841,RAS,A_VALIDER,
ml17_280a_0144_part10.wav,10,50,0:50,0.1839,RAS,A_VALIDER,
ml19_294a_0011_part5.wav,5,25,0:25,0.1839,RAS,A_VALIDER,
ml19_292a_0030_part91.wav,91,455,7:35,0.1839,RAS,A_VALIDER,
ml19_292b_0026_part29.wav,29,145,2:25,0.1839,RAS,A_VALIDER,
ml18_294b_0013_part80.wav,80,400,6:40,0.183,RAS,A_VALIDER,
ml19_294a_0011_part19.wav,19,95,1:35,0.183,RAS,A_VALIDER,
ml19_292a_0030_part33.wav,33,165,2:45,0.1828,RAS,A_VALIDER,
ml19_294a_0011_part45.wav,45,225,3:45,0.1826,RAS,A_VALIDER,
ml17_280a_0083_part59.wav,59,295,4:55,0.1825,RAS,A_VALIDER,
ml18_294b_0013_part36.wav,36,180,3:00,0.1823,RAS,A_VALIDER,
ml17_280a_0088_part30.wav,30,150,2:30,0.1817,RAS,A_VALIDER,
ml18_294b_0042_part15.wav,15,75,1:15,0.1813,RAS,A_VALIDER,
ml19_292b_0026_part122.wav,122,610,10:10,0.1811,RAS,A_VALIDER,
ml19_292b_0026_part43.wav,43,215,3:35,0.181,RAS,A_VALIDER,
ml17_280a_0144_part127.wav,127,635,10:35,0.181,RAS,A_VALIDER,
ml17_280a_0144_part12.wav,12,60,1:00,0.181,RAS,A_VALIDER,
ml19_294a_0011_part34.wav,34,170,2:50,0.181,RAS,A_VALIDER,
ml18_296a_0007_part14.wav,14,70,1:10,0.1806,RAS,A_VALIDER,
ml19_293a_0015_part107.wav,107,535,8:55,0.1805,RAS,A_VALIDER,
ml19_292b_0026_part54.wav,54,270,4:30,0.1805,RAS,A_VALIDER,
ml19_294a_0011_part38.wav,38,190,3:10,0.1796,RAS,A_VALIDER,
ml18_294b_0076_part48.wav,48,240,4:00,0.1794,RAS,A_VALIDER,
ml19_293a_0015_part109.wav,109,545,9:05,0.1791,RAS,A_VALIDER,
ml19_292b_0026_part97.wav,97,485,8:05,0.1791,RAS,A_VALIDER,
ml17_280a_0144_part79.wav,79,395,6:35,0.1789,RAS,A_VALIDER,
ml19_293a_0015_part18.wav,18,90,1:30,0.1788,RAS,A_VALIDER,
ml19_294a_0011_part35.wav,35,175,2:55,0.1784,RAS,A_VALIDER,
ml19_292a_0007_part23.wav,23,115,1:55,0.1782,RAS,A_VALIDER,
ml17_280a_0144_part156.wav,156,780,13:00,0.1782,RAS,A_VALIDER,
ml19_292b_0026_part61.wav,61,305,5:05,0.1782,RAS,A_VALIDER,
ml19_293a_0066_part14.wav,14,70,1:10,0.1777,RAS,A_VALIDER,
ml19_292b_0026_part71.wav,71,355,5:55,0.1776,RAS,A_VALIDER,
ml19_292b_0026_part99.wav,99,495,8:15,0.1776,RAS,A_VALIDER,
ml19_293a_0066_part73.wav,73,365,6:05,0.1776,RAS,A_VALIDER,
ml19_292b_0026_part94.wav,94,470,7:50,0.1775,RAS,A_VALIDER,
ml19_293a_0066_part91.wav,91,455,7:35,0.1775,RAS,A_VALIDER,
ml19_292b_0026_part109.wav,109,545,9:05,0.1773,RAS,A_VALIDER,
ml17_280a_0144_part24.wav,24,120,2:00,0.1772,RAS,A_VALIDER,
ml18_294b_0013_part65.wav,65,325,5:25,0.1771,RAS,A_VALIDER,
ml19_292a_0007_part15.wav,15,75,1:15,0.1765,RAS,A_VALIDER,
ml19_293a_0066_part18.wav,18,90,1:30,0.1765,RAS,A_VALIDER,
ml17_280a_0144_part108.wav,108,540,9:00,0.1764,RAS,A_VALIDER,
ml19_292a_0030_part21.wav,21,105,1:45,0.1762,RAS,A_VALIDER,
ml19_294a_0011_part29.wav,29,145,2:25,0.1762,RAS,A_VALIDER,
ml19_293a_0015_part3.wav,3,15,0:15,0.1758,RAS,A_VALIDER,
ml17_280a_0144_part159.wav,159,795,13:15,0.1756,RAS,A_VALIDER,
ml17_280a_0144_part122.wav,122,610,10:10,0.1754,RAS,A_VALIDER,
ml18_294b_0013_part52.wav,52,260,4:20,0.1753,RAS,A_VALIDER,
ml19_294a_0011_part61.wav,61,305,5:05,0.1753,RAS,A_VALIDER,
ml19_293a_0015_part108.wav,108,540,9:00,0.1751,RAS,A_VALIDER,
ml19_292b_0026_part105.wav,105,525,8:45,0.175,RAS,A_VALIDER,
ml19_292a_0030_part43.wav,43,215,3:35,0.175,RAS,A_VALIDER,
ml19_292b_0026_part76.wav,76,380,6:20,0.1748,RAS,A_VALIDER,
ml19_293a_0015_part35.wav,35,175,2:55,0.1747,RAS,A_VALIDER,
ml17_280a_0144_part129.wav,129,645,10:45,0.1743,RAS,A_VALIDER,
ml17_280a_0144_part112.wav,112,560,9:20,0.1743,RAS,A_VALIDER,
ml19_292a_0007_part37.wav,37,185,3:05,0.174,RAS,A_VALIDER,
ml17_280a_0088_part161.wav,161,805,13:25,0.174,RAS,A_VALIDER,
ml17_280a_0144_part31.wav,31,155,2:35,0.1733,RAS,A_VALIDER,
ml18_296a_0007_part7.wav,7,35,0:35,0.1731,RAS,A_VALIDER,
ml17_280a_0088_part111.wav,111,555,9:15,0.173,RAS,A_VALIDER,
ml17_280a_0088_part60.wav,60,300,5:00,0.1728,RAS,A_VALIDER,
ml17_280a_0144_part33.wav,33,165,2:45,0.1725,RAS,A_VALIDER,
ml19_294a_0011_part13.wav,13,65,1:05,0.1725,RAS,A_VALIDER,
ml19_292b_0026_part8.wav,8,40,0:40,0.1724,RAS,A_VALIDER,
ml17_280a_0144_part9.wav,9,45,0:45,0.1723,RAS,A_VALIDER,
ml19_293a_0066_part92.wav,92,460,7:40,0.1723,RAS,A_VALIDER,
ml19_292b_0026_part53.wav,53,265,4:25,0.1722,RAS,A_VALIDER,
ml19_294a_0011_part9.wav,9,45,0:45,0.1722,RAS,A_VALIDER,
ml19_292a_0007_part25.wav,25,125,2:05,0.1717,RAS,A_VALIDER,
ml19_292b_0026_part57.wav,57,285,4:45,0.1715,RAS,A_VALIDER,
ml19_293a_0066_part80.wav,80,400,6:40,0.1715,RAS,A_VALIDER,
ml17_280a_0088_part58.wav,58,290,4:50,0.1708,RAS,A_VALIDER,
ml19_292b_0026_part47.wav,47,235,3:55,0.1703,RAS,A_VALIDER,
ml19_294a_0011_part28.wav,28,140,2:20,0.1701,RAS,A_VALIDER,
ml17_280a_0144_part29.wav,29,145,2:25,0.1699,RAS,A_VALIDER,
ml19_293a_0015_part64.wav,64,320,5:20,0.1699,RAS,A_VALIDER,
ml18_294b_0013_part68.wav,68,340,5:40,0.1698,RAS,A_VALIDER,
ml19_292b_0026_part106.wav,106,530,8:50,0.1697,RAS,A_VALIDER,
ml17_280a_0088_part34.wav,34,170,2:50,0.1697,RAS,A_VALIDER,
ml19_293a_0015_part131.wav,131,655,10:55,0.1697,RAS,A_VALIDER,
ml17_280a_0144_part4.wav,4,20,0:20,0.1696,RAS,A_VALIDER,
ml17_280a_0144_part131.wav,131,655,10:55,0.1693,RAS,RAS,
ml19_294a_0011_part39.wav,39,195,3:15,0.1691,RAS,DOUTE,
ml19_294a_0011_part20.wav,20,100,1:40,0.169,RAS,DOUTE,
ml18_296a_0007_part24.wav,24,120,2:00,0.169,RAS,RAS,
ml18_294b_0076_part25.wav,25,125,2:05,0.1689,RAS,RAS,
ml18_294b_0042_part0.wav,0,0,0:00,0.1688,RAS,RAS,
ml19_293a_0015_part94.wav,94,470,7:50,0.1688,RAS,RAS,
ml19_294a_0011_part17.wav,17,85,1:25,0.1686,RAS,ANOMALIE,
ml18_294b_0013_part27.wav,27,135,2:15,0.1685,RAS,ANOMALIE,
ml19_292b_0026_part101.wav,101,505,8:25,0.1683,RAS,RAS,
ml18_294b_0076_part32.wav,32,160,2:40,0.1682,RAS,RAS,
ml19_294a_0011_part62.wav,62,310,5:10,0.168,RAS,RAS,
ml19_293a_0015_part47.wav,47,235,3:55,0.168,RAS,RAS,
ml17_280a_0144_part87.wav,87,435,7:15,0.1679,RAS,RAS,
ml18_294b_0076_part28.wav,28,140,2:20,0.1678,RAS,RAS,
ml17_280a_0144_part139.wav,139,695,11:35,0.1678,RAS,RAS,
ml19_294a_0011_part4.wav,4,20,0:20,0.1678,RAS,RAS,
ml18_294b_0042_part43.wav,43,215,3:35,0.1676,RAS,RAS,
ml19_292a_0030_part49.wav,49,245,4:05,0.1675,RAS,RAS,
ml17_280a_0083_part47.wav,47,235,3:55,0.1674,RAS,RAS,
ml19_293a_0015_part5.wav,5,25,0:25,0.1673,RAS,RAS,
ml17_280a_0088_part4.wav,4,20,0:20,0.1672,RAS,RAS,
ml18_294b_0013_part31.wav,31,155,2:35,0.1672,RAS,RAS,
ml18_294b_0013_part23.wav,23,115,1:55,0.167,RAS,ANOMALIE,
ml18_296a_0007_part1.wav,1,5,0:05,0.1667,RAS,RAS,
ml19_292b_0026_part48.wav,48,240,4:00,0.1667,RAS,RAS,
ml18_296a_0007_part10.wav,10,50,0:50,0.1666,RAS,RAS,
ml19_292a_0030_part39.wav,39,195,3:15,0.1666,RAS,RAS,
ml18_294b_0013_part89.wav,89,445,7:25,0.1664,RAS,RAS,
ml18_294b_0013_part21.wav,21,105,1:45,0.1663,RAS,ANOMALIE,
ml18_294b_0076_part16.wav,16,80,1:20,0.1662,RAS,RAS,
ml17_280a_0088_part153.wav,153,765,12:45,0.1661,RAS,RAS,
ml17_280a_0144_part22.wav,22,110,1:50,0.1657,RAS,RAS,
ml18_294b_0042_part21.wav,21,105,1:45,0.1655,RAS,RAS,
ml19_294a_0011_part1.wav,1,5,0:05,0.1652,RAS,RAS,
ml19_294a_0011_part3.wav,3,15,0:15,0.1652,RAS,DOUTE,
ml17_280a_0144_part56.wav,56,280,4:40,0.1649,RAS,RAS,
ml18_294b_0013_part37.wav,37,185,3:05,0.1649,RAS,RAS,
ml17_280a_0083_part60.wav,60,300,5:00,0.1648,RAS,RAS,
ml17_280a_0144_part107.wav,107,535,8:55,0.1645,RAS,RAS,
ml18_294b_0076_part63.wav,63,315,5:15,0.1644,RAS,RAS,
ml19_293a_0066_part34.wav,34,170,2:50,0.1643,RAS,RAS,
ml19_292a_0030_part6.wav,6,30,0:30,0.1643,RAS,RAS,
ml19_292b_0026_part2.wav,2,10,0:10,0.1641,RAS,RAS,
ml19_294a_0011_part15.wav,15,75,1:15,0.1641,RAS,RAS,
ml18_294b_0013_part96.wav,96,480,8:00,0.1637,RAS,RAS,
ml19_293a_0015_part89.wav,89,445,7:25,0.1635,RAS,RAS,
ml19_292b_0026_part19.wav,19,95,1:35,0.1635,RAS,RAS,
ml19_293a_0015_part104.wav,104,520,8:40,0.1634,RAS,RAS,
ml19_294a_0011_part11.wav,11,55,0:55,0.1631,RAS,DOUTE,
ml19_294a_0011_part57.wav,57,285,4:45,0.1629,RAS,RAS,
ml18_296a_0007_part18.wav,18,90,1:30,0.1628,RAS,RAS,
ml19_294a_0011_part6.wav,6,30,0:30,0.1627,RAS,ANOMALIE,
ml19_293a_0015_part103.wav,103,515,8:35,0.1626,RAS,RAS,
ml19_292a_0007_part32.wav,32,160,2:40,0.1626,RAS,RAS,
ml18_296a_0007_part3.wav,3,15,0:15,0.1624,RAS,RAS,
ml18_294b_0013_part61.wav,61,305,5:05,0.1622,RAS,ANOMALIE,
ml19_293a_0015_part8.wav,8,40,0:40,0.1621,RAS,RAS,
ml19_293a_0015_part110.wav,110,550,9:10,0.162,RAS,RAS,
ml17_280a_0088_part137.wav,137,685,11:25,0.1618,RAS,RAS,
ml17_280a_0083_part58.wav,58,290,4:50,0.1618,RAS,RAS,
ml17_280a_0088_part75.wav,75,375,6:15,0.1616,RAS,RAS,
ml19_293a_0015_part36.wav,36,180,3:00,0.1615,RAS,RAS,
ml18_294b_0013_part93.wav,93,465,7:45,0.1614,RAS,RAS,
ml17_280a_0144_part73.wav,73,365,6:05,0.1614,RAS,RAS,
ml17_280a_0144_part76.wav,76,380,6:20,0.1614,RAS,RAS,
ml19_292b_0026_part96.wav,96,480,8:00,0.1611,RAS,RAS,
ml19_292a_0007_part19.wav,19,95,1:35,0.1606,RAS,RAS,
ml17_280a_0088_part121.wav,121,605,10:05,0.1603,RAS,RAS,
ml18_294b_0042_part26.wav,26,130,2:10,0.1603,RAS,RAS,
ml19_293a_0015_part117.wav,117,585,9:45,0.16,RAS,RAS,
ml18_294b_0042_part51.wav,51,255,4:15,0.1598,RAS,DOUTE,
ml17_280a_0088_part96.wav,96,480,8:00,0.1596,RAS,RAS,
ml18_294b_0076_part57.wav,57,285,4:45,0.1596,RAS,RAS,
ml19_294a_0011_part55.wav,55,275,4:35,0.1595,RAS,DOUTE,
ml19_293a_0015_part78.wav,78,390,6:30,0.1593,RAS,RAS,
ml19_294a_0011_part49.wav,49,245,4:05,0.1593,RAS,RAS,
ml18_294b_0013_part14.wav,14,70,1:10,0.1593,RAS,RAS,
ml18_294b_0076_part11.wav,11,55,0:55,0.159,RAS,A_VALIDER,
ml18_294b_0076_part43.wav,43,215,3:35,0.1588,RAS,A_VALIDER,
ml19_294a_0011_part46.wav,46,230,3:50,0.1587,RAS,A_VALIDER,
ml18_294b_0076_part4.wav,4,20,0:20,0.1585,RAS,A_VALIDER,
ml19_294a_0011_part21.wav,21,105,1:45,0.1582,RAS,A_VALIDER,
ml18_294b_0076_part73.wav,73,365,6:05,0.1581,RAS,A_VALIDER,
ml17_280a_0088_part11.wav,11,55,0:55,0.158,RAS,A_VALIDER,
ml17_280a_0144_part39.wav,39,195,3:15,0.1579,RAS,A_VALIDER,
ml18_294b_0076_part66.wav,66,330,5:30,0.1577,RAS,A_VALIDER,
ml19_293a_0066_part1.wav,1,5,0:05,0.1577,RAS,A_VALIDER,
ml19_293a_0015_part140.wav,140,700,11:40,0.1576,RAS,A_VALIDER,
ml17_280a_0144_part0.wav,0,0,0:00,0.1575,RAS,A_VALIDER,
ml19_293a_0015_part112.wav,112,560,9:20,0.1574,RAS,A_VALIDER,
ml19_293a_0066_part2.wav,2,10,0:10,0.1572,RAS,A_VALIDER,
ml17_280a_0144_part95.wav,95,475,7:55,0.1571,RAS,A_VALIDER,
ml18_294b_0013_part66.wav,66,330,5:30,0.1565,RAS,A_VALIDER,
ml19_293a_0066_part13.wav,13,65,1:05,0.1565,RAS,A_VALIDER,
ml19_292a_0007_part28.wav,28,140,2:20,0.1563,RAS,A_VALIDER,
ml19_292a_0030_part44.wav,44,220,3:40,0.1563,RAS,A_VALIDER,
ml19_294a_0011_part47.wav,47,235,3:55,0.1562,RAS,A_VALIDER,
ml19_292b_0026_part88.wav,88,440,7:20,0.156,RAS,A_VALIDER,
ml19_292a_0030_part90.wav,90,450,7:30,0.1559,RAS,A_VALIDER,
ml19_292a_0030_part85.wav,85,425,7:05,0.1557,RAS,A_VALIDER,
ml17_280a_0144_part78.wav,78,390,6:30,0.1554,RAS,A_VALIDER,
ml19_293a_0066_part77.wav,77,385,6:25,0.1554,RAS,A_VALIDER,
ml19_293a_0066_part28.wav,28,140,2:20,0.1554,RAS,A_VALIDER,
ml19_293a_0015_part1.wav,1,5,0:05,0.1553,RAS,A_VALIDER,
ml19_293a_0066_part40.wav,40,200,3:20,0.1552,RAS,A_VALIDER,
ml18_294b_0013_part12.wav,12,60,1:00,0.1551,RAS,A_VALIDER,
ml19_294a_0011_part53.wav,53,265,4:25,0.1548,RAS,A_VALIDER,
ml18_294b_0013_part29.wav,29,145,2:25,0.1546,RAS,A_VALIDER,
ml19_294a_0011_part25.wav,25,125,2:05,0.1545,RAS,A_VALIDER,
ml19_294a_0011_part14.wav,14,70,1:10,0.1545,RAS,A_VALIDER,
ml18_294b_0042_part14.wav,14,70,1:10,0.1544,RAS,A_VALIDER,
ml18_294b_0013_part53.wav,53,265,4:25,0.1544,RAS,A_VALIDER,
ml19_293a_0066_part12.wav,12,60,1:00,0.1543,RAS,A_VALIDER,
ml19_293a_0066_part87.wav,87,435,7:15,0.1541,RAS,A_VALIDER,
ml19_292a_0030_part81.wav,81,405,6:45,0.1539,RAS,A_VALIDER,
ml17_280a_0144_part154.wav,154,770,12:50,0.1539,RAS,A_VALIDER,
ml18_296a_0007_part6.wav,6,30,0:30,0.1539,RAS,A_VALIDER,
ml18_294b_0013_part45.wav,45,225,3:45,0.1539,RAS,RAS,
ml17_280a_0088_part73.wav,73,365,6:05,0.1539,RAS,RAS,
ml19_293a_0015_part114.wav,114,570,9:30,0.1535,RAS,RAS,
ml17_280a_0144_part104.wav,104,520,8:40,0.1535,RAS,RAS,
ml18_294b_0013_part26.wav,26,130,2:10,0.1534,RAS,RAS,
ml18_294b_0076_part59.wav,59,295,4:55,0.1533,RAS,RAS,
ml19_294a_0011_part0.wav,0,0,0:00,0.1531,RAS,RAS,
ml19_292b_0026_part40.wav,40,200,3:20,0.153,RAS,DOUTE,
ml17_280a_0088_part85.wav,85,425,7:05,0.1528,RAS,RAS,
ml17_280a_0144_part2.wav,2,10,0:10,0.1526,RAS,RAS,
ml18_294b_0042_part41.wav,41,205,3:25,0.1524,RAS,RAS,
ml19_293a_0066_part86.wav,86,430,7:10,0.1524,RAS,RAS,
ml19_293a_0066_part75.wav,75,375,6:15,0.1523,RAS,RAS,
ml19_292b_0026_part60.wav,60,300,5:00,0.1523,RAS,RAS,
ml17_280a_0144_part16.wav,16,80,1:20,0.152,RAS,RAS,
ml18_294b_0076_part80.wav,80,400,6:40,0.152,RAS,RAS,
ml18_294b_0042_part18.wav,18,90,1:30,0.1519,RAS,RAS,
ml19_293a_0015_part139.wav,139,695,11:35,0.1518,RAS,RAS,
ml17_280a_0083_part48.wav,48,240,4:00,0.1516,RAS,RAS,
ml18_294b_0076_part0.wav,0,0,0:00,0.1516,RAS,RAS,
ml19_294a_0011_part59.wav,59,295,4:55,0.1515,RAS,ANOMALIE,
ml19_292a_0007_part16.wav,16,80,1:20,0.1514,RAS,RAS,
ml19_293a_0015_part92.wav,92,460,7:40,0.1514,RAS,RAS,
ml17_280a_0144_part18.wav,18,90,1:30,0.1513,RAS,RAS,
ml19_293a_0066_part50.wav,50,250,4:10,0.1513,RAS,RAS,
ml19_292b_0026_part85.wav,85,425,7:05,0.1507,RAS,RAS,
ml19_294a_0011_part23.wav,23,115,1:55,0.1507,RAS,DOUTE,
ml17_280a_0144_part149.wav,149,745,12:25,0.1506,RAS,RAS,
ml17_280a_0088_part2.wav,2,10,0:10,0.1506,RAS,RAS,
ml18_294b_0013_part70.wav,70,350,5:50,0.1503,RAS,RAS,
ml19_292a_0030_part87.wav,87,435,7:15,0.1503,RAS,RAS,
ml19_293a_0015_part17.wav,17,85,1:25,0.1503,RAS,RAS,
ml18_294b_0042_part27.wav,27,135,2:15,0.1501,RAS,RAS,
ml19_292b_0026_part83.wav,83,415,6:55,0.15,RAS,RAS,
ml18_294b_0013_part19.wav,19,95,1:35,0.1499,RAS,RAS,
ml18_294b_0076_part83.wav,83,415,6:55,0.1499,RAS,RAS,
ml19_292a_0007_part17.wav,17,85,1:25,0.1498,RAS,RAS,
ml19_292a_0030_part2.wav,2,10,0:10,0.1498,RAS,RAS,
ml18_294b_0076_part3.wav,3,15,0:15,0.1498,RAS,RAS,
ml19_292b_0026_part35.wav,35,175,2:55,0.1497,RAS,RAS,
ml19_292b_0026_part1.wav,1,5,0:05,0.1494,RAS,RAS,
ml17_280a_0144_part74.wav,74,370,6:10,0.1492,RAS,RAS,
ml19_293a_0066_part30.wav,30,150,2:30,0.1491,RAS,RAS,
ml18_294b_0042_part10.wav,10,50,0:50,0.1491,RAS,RAS,
ml18_294b_0076_part36.wav,36,180,3:00,0.1491,RAS,RAS,
ml18_294b_0076_part81.wav,81,405,6:45,0.1491,RAS,DOUTE,
ml18_294b_0076_part54.wav,54,270,4:30,0.149,RAS,RAS,
ml19_293a_0066_part64.wav,64,320,5:20,0.1487,RAS,RAS,
ml18_294b_0076_part34.wav,34,170,2:50,0.1486,RAS,DOUTE,
ml17_280a_0083_part42.wav,42,210,3:30,0.1485,RAS,RAS,
ml18_294b_0076_part6.wav,6,30,0:30,0.1485,RAS,RAS,
ml19_292b_0026_part110.wav,110,550,9:10,0.1483,RAS,RAS,
ml19_293a_0015_part88.wav,88,440,7:20,0.1483,RAS,RAS,
ml18_294b_0013_part90.wav,90,450,7:30,0.1483,RAS,DOUTE,
ml18_296a_0007_part16.wav,16,80,1:20,0.1481,RAS,DOUTE,
ml19_293a_0015_part101.wav,101,505,8:25,0.1479,RAS,A_VALIDER,
ml19_292a_0030_part83.wav,83,415,6:55,0.1479,RAS,A_VALIDER,
ml17_280a_0144_part91.wav,91,455,7:35,0.1477,RAS,A_VALIDER,
ml17_280a_0144_part13.wav,13,65,1:05,0.1477,RAS,A_VALIDER,
ml17_280a_0088_part90.wav,90,450,7:30,0.1475,RAS,A_VALIDER,
ml17_280a_0088_part139.wav,139,695,11:35,0.1474,RAS,A_VALIDER,
ml19_293a_0015_part82.wav,82,410,6:50,0.1472,RAS,A_VALIDER,
ml19_292b_0026_part39.wav,39,195,3:15,0.1472,RAS,A_VALIDER,
ml17_280a_0088_part36.wav,36,180,3:00,0.1472,RAS,A_VALIDER,
ml19_294a_0011_part60.wav,60,300,5:00,0.1472,RAS,A_VALIDER,
ml18_294b_0042_part16.wav,16,80,1:20,0.1469,RAS,A_VALIDER,
ml19_292b_0026_part44.wav,44,220,3:40,0.1468,RAS,A_VALIDER,
ml17_280a_0144_part128.wav,128,640,10:40,0.1468,RAS,A_VALIDER,
ml17_280a_0088_part152.wav,152,760,12:40,0.1466,RAS,A_VALIDER,
ml17_280a_0088_part61.wav,61,305,5:05,0.1464,RAS,A_VALIDER,
ml18_296a_0007_part17.wav,17,85,1:25,0.1463,RAS,A_VALIDER,
ml19_294a_0011_part7.wav,7,35,0:35,0.1462,RAS,A_VALIDER,
ml19_292b_0026_part10.wav,10,50,0:50,0.1461,RAS,A_VALIDER,
ml19_294a_0011_part54.wav,54,270,4:30,0.1459,RAS,A_VALIDER,
ml19_292a_0007_part12.wav,12,60,1:00,0.1459,RAS,A_VALIDER,
ml18_294b_0013_part39.wav,39,195,3:15,0.1457,RAS,A_VALIDER,
ml18_294b_0013_part15.wav,15,75,1:15,0.1456,RAS,A_VALIDER,
ml17_280a_0144_part163.wav,163,815,13:35,0.1455,RAS,A_VALIDER,
ml18_294b_0013_part59.wav,59,295,4:55,0.1455,RAS,A_VALIDER,
ml19_292a_0030_part22.wav,22,110,1:50,0.1454,RAS,A_VALIDER,
ml17_280a_0144_part36.wav,36,180,3:00,0.1453,RAS,A_VALIDER,
ml19_294a_0011_part58.wav,58,290,4:50,0.1453,RAS,A_VALIDER,
ml19_292a_0030_part67.wav,67,335,5:35,0.1452,RAS,A_VALIDER,
ml18_294b_0042_part24.wav,24,120,2:00,0.1451,RAS,A_VALIDER,
ml19_292b_0026_part36.wav,36,180,3:00,0.1449,RAS,A_VALIDER,
ml18_294b_0042_part28.wav,28,140,2:20,0.1447,RAS,A_VALIDER,
ml19_293a_0066_part15.wav,15,75,1:15,0.1447,RAS,A_VALIDER,
ml19_294a_0011_part18.wav,18,90,1:30,0.1447,RAS,A_VALIDER,
ml19_292a_0030_part70.wav,70,350,5:50,0.1447,RAS,A_VALIDER,
ml17_280a_0088_part8.wav,8,40,0:40,0.1445,RAS,A_VALIDER,
ml19_292b_0026_part31.wav,31,155,2:35,0.1444,RAS,A_VALIDER,
ml17_280a_0144_part143.wav,143,715,11:55,0.1443,RAS,A_VALIDER,
ml19_293a_0015_part83.wav,83,415,6:55,0.1441,RAS,A_VALIDER,
ml18_294b_0013_part48.wav,48,240,4:00,0.144,RAS,A_VALIDER,
ml19_294a_0011_part22.wav,22,110,1:50,0.1438,RAS,A_VALIDER,
ml19_293a_0015_part97.wav,97,485,8:05,0.1437,RAS,A_VALIDER,
ml17_280a_0144_part138.wav,138,690,11:30,0.1437,RAS,A_VALIDER,
ml19_292a_0007_part33.wav,33,165,2:45,0.1437,RAS,A_VALIDER,
ml19_293a_0066_part55.wav,55,275,4:35,0.1436,RAS,A_VALIDER,
ml19_293a_0066_part89.wav,89,445,7:25,0.1436,RAS,A_VALIDER,
ml19_293a_0015_part125.wav,125,625,10:25,0.1435,RAS,A_VALIDER,
ml17_280a_0088_part120.wav,120,600,10:00,0.1435,RAS,A_VALIDER,
ml19_293a_0015_part90.wav,90,450,7:30,0.1435,RAS,A_VALIDER,
ml19_293a_0015_part75.wav,75,375,6:15,0.1434,RAS,A_VALIDER,
ml17_280a_0088_part134.wav,134,670,11:10,0.1434,RAS,A_VALIDER,
ml18_294b_0076_part9.wav,9,45,0:45,0.1433,RAS,A_VALIDER,
ml19_292a_0007_part35.wav,35,175,2:55,0.1433,RAS,A_VALIDER,
ml19_293a_0015_part129.wav,129,645,10:45,0.143,RAS,A_VALIDER,
ml19_293a_0015_part118.wav,118,590,9:50,0.143,RAS,RAS,
ml19_293a_0066_part66.wav,66,330,5:30,0.1427,RAS,RAS,
ml17_280a_0144_part71.wav,71,355,5:55,0.1427,RAS,RAS,
ml19_292b_0026_part0.wav,0,0,0:00,0.1426,RAS,RAS,
ml17_280a_0088_part93.wav,93,465,7:45,0.1425,RAS,RAS,
ml19_293a_0066_part42.wav,42,210,3:30,0.1425,RAS,RAS,
ml17_280a_0144_part20.wav,20,100,1:40,0.1424,RAS,RAS,
ml19_293a_0015_part58.wav,58,290,4:50,0.1424,RAS,RAS,
ml19_293a_0066_part79.wav,79,395,6:35,0.1423,RAS,ANOMALIE,
ml18_296a_0007_part9.wav,9,45,0:45,0.1422,RAS,RAS,
ml17_280a_0144_part26.wav,26,130,2:10,0.1422,RAS,RAS,
ml18_294b_0013_part71.wav,71,355,5:55,0.1421,RAS,DOUTE,wind
ml17_280a_0088_part14.wav,14,70,1:10,0.1419,RAS,RAS,
ml17_280a_0088_part13.wav,13,65,1:05,0.1418,RAS,RAS,
ml19_293a_0015_part87.wav,87,435,7:15,0.1416,RAS,RAS,
ml19_292a_0030_part86.wav,86,430,7:10,0.1414,RAS,RAS,
ml19_293a_0015_part133.wav,133,665,11:05,0.1414,RAS,RAS,
ml17_280a_0088_part122.wav,122,610,10:10,0.1413,RAS,RAS,
ml19_294a_0011_part52.wav,52,260,4:20,0.1413,RAS,ANOMALIE,
ml18_294b_0013_part86.wav,86,430,7:10,0.1412,RAS,DOUTE,vent
ml19_292b_0026_part92.wav,92,460,7:40,0.141,RAS,RAS,
ml18_294b_0013_part74.wav,74,370,6:10,0.1409,RAS,RAS,
ml17_280a_0144_part66.wav,66,330,5:30,0.1408,RAS,RAS,
ml17_280a_0088_part102.wav,102,510,8:30,0.1408,RAS,RAS,
ml19_292a_0030_part55.wav,55,275,4:35,0.1405,RAS,RAS,
